Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Reviewed
NBA 2K11,PC,2010,Action,Take-Two Interactive,0.18,0,0.01,82,6,8.6,37,Visual Concepts,E,YES
Shin Megami Tensei: Persona 3,PS2,2006,Role-Playing,Tecmo Koei,0.22,0,0.2,86,52,8.4,116,Atlus Co.,M,YES
Just Dance 4,Wii,2012,Misc,Ubisoft,4.05,0,0.55,74,10,7.3,28,Ubisoft,E10+,YES
Sonic Lost World,WiiU,2013,Platform,Sega,0.23,0.01,0.03,63,64,7.3,461,Sonic Team,E10+,YES
Tomb Raider: The Prophecy,GBA,2002,Action,Ubisoft,0.1,0,0,66,20,8.8,13,Ubisoft Milan,T,YES
Just Dance 2014,X360,2013,Misc,Ubisoft,0.72,0,0.1,79,16,7.8,33,Ubisoft,E10+,YES
Racing Gears Advance,GBA,2004,Racing,Zoo Digital Publishing,0.04,0,0,83,17,8.9,9,"Orbital Media, Inc.",E,YES
Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,Square Enix,0.09,1.24,0.02,77,33,7.3,15,TOSE,E,YES
ESPN NHL Hockey,PS2,2003,Sports,Sega,0.11,0,0.03,90,19,7,22,Kush Games,E,YES
Transworld Snowboarding,XB,2002,Sports,Atari,0.07,0,0,74,14,9.2,14,Housemarque,T,YES
Viva Pinata,PC,2007,Simulation,Microsoft Game Studios,0,0,0,78,20,7.8,20,"Climax Group, Climax Studios",E,YES
Just Dance 2014,PS3,2013,Misc,Ubisoft,0.17,0,0.06,77,6,7.1,25,Ubisoft,E10+,YES
Shaun White Snowboarding: World Stage,Wii,2009,Sports,Ubisoft,0.24,0,0.02,72,33,8.7,30,Ubisoft,E,YES
I-Ninja,GC,2003,Platform,Namco Bandai Games,0.07,0,0,77,18,7.6,8,Argonaut Games,T,YES
Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009,Role-Playing,Square Enix,0.12,0.27,0.02,75,37,7.3,21,Square Enix,E10+,YES
Aedis Eclipse: Generation of Chaos,PSP,2006,Role-Playing,Idea Factory,0.02,0,0,62,20,6.5,11,"Neverland, Idea Factory",E10+,YES
Wolfenstein: The New Order,PC,2014,Shooter,Bethesda Softworks,0.13,0,0.03,81,23,8.2,1647,MachineGames,M,YES
Thrillville: Off the Rails,PSP,2007,Strategy,LucasArts,0.09,0,0.01,72,7,0.6,24,Frontier Developments,E10+,YES
Army of Two: The Devil's Cartel,PS3,2013,Shooter,Electronic Arts,0.11,0.01,0.05,58,27,6.7,100,Visceral Games,M,YES
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,1.85,0.01,0.19,84,32,9,41,Traveller's Tales,E10+,YES
Thrillville,PS2,2006,Strategy,Atari,0.55,0,0.09,69,32,2.9,52,Frontier Developments,E10+,YES
Batman Begins,GBA,2005,Action,Electronic Arts,0.12,0,0,61,5,6.9,9,Vicarious Visions,E10+,YES
Grand Kingdom,PSV,2015,Role-Playing,Nippon Ichi Software,0.01,0.04,0.01,76,11,8.8,33,Spike Chunsoft,T,YES
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,Ubisoft,0.03,0,0.01,44,8,4.6,41,Ubisoft Shanghai,T,YES
Bionicle,GC,2003,Action,Electronic Arts,0.16,0,0.01,47,5,4.2,5,Argonaut Games,E,YES
NASCAR 2001,PS,2000,Racing,Electronic Arts,0.45,0,0.05,73,8,6.1,9,Black Box,E,YES
Sonic Rush Adventure,DS,2007,Platform,Sega,0.53,0.01,0.12,78,32,8.2,66,Dimps Corporation,E,YES
Silent Hunter 5: Battle of the Atlantic,PC,2010,Simulation,Ubisoft,0,0,0.05,62,26,3.5,104,Ubisoft Romania,T,YES
Operation Flashpoint: Red River,X360,2011,Shooter,Codemasters,0.1,0.01,0.03,69,64,6.1,29,Codemasters,M,YES
Point Blank 3,PS,2000,Shooter,Namco Bandai Games,0.01,0,0,78,5,8.4,5,Tose Software,T,YES
Madagascar: Escape 2 Africa,PS2,2008,Action,Activision,0.12,0,0.26,56,4,5.8,6,Toys for Bob,E,YES
Ape Escape 2,PS2,2002,Platform,Sony Computer Entertainment,0.12,0.38,0.03,82,31,8.4,32,SCE Japan Studio,E,YES
Groovin' Blocks,Wii,2009,Puzzle,Zoo Games,0.01,0,0,75,13,8.5,6,Empty Clip Studios,E,YES
Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,0.05,0,0.01,56,20,6.6,28,Creat Studios,T,YES
Tony Hawk's Pro Skater 3,GBA,2002,Sports,Activision,0.37,0,0.01,90,20,8,6,Vicarious Visions,E,YES
Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0,0,0.01,75,20,7.7,40,Ascaron Entertainment GmbH,T,YES
Fire Emblem,GBA,2003,Strategy,Nintendo,0.49,0.29,0.01,88,31,9.2,144,Intelligent Systems,E,YES
Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,0.02,0.28,91,39,8.6,1247,Ubisoft Montreal,M,YES
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,Level 5,0.2,0.3,0.04,79,69,8.5,99,Level 5,T,YES
Don King Presents: Prizefighter,X360,2008,Sports,Take-Two Interactive,0.14,0,0.02,56,45,6.4,29,Venom Games,T,YES
The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,0,0,70,10,8.6,7,Snap Dragon Games,E10+,YES
MySims Racing,DS,2009,Racing,Electronic Arts,0.25,0,0.07,67,11,7.3,4,EA Games,E,YES
Blinx: The Time Sweeper,XB,2002,Platform,Microsoft Game Studios,0.39,0,0.02,71,36,8,41,Artoon,E,YES
Perfect Dark Zero,X360,2005,Shooter,Microsoft Game Studios,0.66,0.03,0.06,81,75,7.3,229,Rare Ltd.,M,YES
Clubhouse Games,DS,2006,Misc,Nintendo,0.59,0.73,0.34,83,30,8.4,28,Agenda,E,YES
TMNT: Mutant Melee,XB,2005,Fighting,Konami Digital Entertainment,0.01,0,0,43,13,4.8,5,Konami Computer Entertainment Hawaii,T,YES
Plants vs. Zombies: Garden Warfare,PS4,2014,Shooter,Electronic Arts,0.21,0.01,0.1,75,23,7.6,259,PopCap,E10+,YES
Godzilla: Save the Earth,XB,2004,Fighting,Atari,0.1,0,0,63,22,8.2,6,"Pipeworks Software, Inc.",T,YES
Deus Ex: Human Revolution,X360,2011,Shooter,Square Enix,0.76,0.02,0.12,89,70,8.3,684,Eidos Montreal,M,YES
Trials Fusion,XOne,2014,Racing,Ubisoft,0.12,0,0.02,80,28,7.1,158,RedLynx,E10+,YES
DJ Hero 2,Wii,2010,Misc,Activision,0.48,0,0.04,88,20,7.5,17,FreeStyleGames,T,YES
Dante's Inferno,PSP,2010,Action,Electronic Arts,0.12,0.01,0.02,70,14,8.1,46,"Artificial Mind and Movement, EA Redwood Shores",M,YES
Ratatouille,PSP,2007,Action,THQ,0.22,0,0.16,64,7,7.1,7,Locomotive Games,E,YES
Ace Attorney Investigations: Miles Edgeworth,DS,2009,Adventure,Capcom,0.23,0.3,0.04,78,51,8.4,79,Capcom,T,YES
Burnout Legends,PSP,2005,Racing,Electronic Arts,0.7,0,0.08,86,53,8.4,108,Criterion Games,E10+,YES
Goblin Commander: Unleash the Horde,PS2,2003,Strategy,Jaleco,0.08,0,0.02,68,21,8.7,14,Jaleco Entertainment,T,YES
Pirates: The Legend of Black Kat,PS2,2002,Adventure,Electronic Arts,0.07,0,0.02,72,24,7.9,8,Westwood Studios,T,YES
Aggressive Inline,GC,2002,Sports,Acclaim Entertainment,0.04,0,0,88,16,7.8,5,"Z-Axis, Ltd.",T,YES
BloodRayne 2,XB,2004,Shooter,THQ,0.11,0,0.01,71,35,8.5,4,Terminal Reality,M,YES
X-Men Origins: Wolverine,PSP,2009,Action,Activision,0.13,0,0.03,60,6,7.5,12,Griptonite Games,T,YES
Kingdom of Paradise,PSP,2005,Role-Playing,Sony Computer Entertainment,0.14,0,0.01,72,38,7.5,19,Climax Entertainment,T,YES
Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.05,0.41,0.42,68,33,6.9,39,Nintendo,E,YES
Mario Party 6,GC,2004,Misc,Nintendo,0.9,0.6,0.05,71,33,7.9,51,Hudson Soft,E,YES
Rock 'N Roll Racing,GBA,2003,Racing,Activision,0.03,0,0,80,12,9.4,5,Mass Media,E,YES
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Fighting,Namco Bandai Games,0.41,0.11,0.17,79,60,8.2,201,CyberConnect2,T,YES
America's Army: True Soldiers,X360,2007,Shooter,Ubisoft,0.08,0,0.01,43,11,6.7,55,Red Storm Entertainment,T,YES
Dave Mirra BMX Challenge,PSP,2006,Sports,Oxygen Interactive,0.06,0,0.01,32,11,4.6,10,Left Field Productions,E,YES
Shining Force: Resurrection of the Dark Dragon,GBA,2004,Role-Playing,THQ,0.06,0,0,77,20,8.8,15,Amusement Vision,T,YES
NBA 2K7,XB,2006,Sports,Take-Two Interactive,0.02,0,0,83,8,8.6,5,"Kush Games, Visual Concepts",E,YES
Dance Dance Revolution Ultramix 2,XB,2004,Simulation,Konami Digital Entertainment,0.32,0,0.02,78,16,7.1,7,Konami Computer Entertainment Hawaii,E,YES
LEGO Battles: Ninjago,DS,2011,Strategy,Warner Bros. Interactive Entertainment,1.02,0,0.11,59,14,6.9,11,Hellbent Games,E,YES
Phantasy Star Online Ver. 2,DC,2001,Role-Playing,Sega,0,0.19,0,80,10,8.9,18,Sonic Team,T,YES
Blazing Angels: Squadrons of WWII,XB,2006,Simulation,Ubisoft,0.06,0,0,69,19,6.8,4,Ubisoft Romania,T,YES
Raiden IV,X360,2008,Shooter,Moss,0.1,0.01,0.01,63,4,7.8,10,Moss,E10+,YES
Crazy Taxi: Fare Wars,PSP,2007,Racing,Sega,0.1,0.02,0.12,64,25,7.1,18,Sega,E10+,YES
Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,0.02,0.05,0,71,21,6.2,34,Compile Heart,T,YES
NFL GameDay 2002,PS2,2001,Sports,Sony Computer Entertainment,0.19,0,0.05,51,18,4.6,5,Red Zone Entertainment,E,YES
Batman: Arkham City,PS3,2011,Action,Warner Bros. Interactive Entertainment,2.71,0.11,0.81,96,42,8.6,2162,Rocksteady Studios,T,YES
Midnight Club II,PS2,2003,Racing,Take-Two Interactive,1.25,0,0.24,85,41,8.5,47,Rockstar San Diego,T,YES
New Super Mario Bros.,DS,2006,Platform,Nintendo,11.28,6.5,2.88,89,65,8.5,431,Nintendo,E,YES
The Great Escape,PS2,2003,Action,SCi,0.1,0,0.02,57,19,8,21,Pivotal Games,T,YES
The Sims 3,X360,2010,Simulation,Electronic Arts,1.27,0,0.2,76,42,7.1,71,The Sims Studio,T,YES
New Super Mario Bros. Wii,Wii,2009,Platform,Nintendo,14.44,4.7,2.24,87,80,8.4,594,Nintendo,E,YES
Cubic Ninja,3DS,2011,Platform,Ubisoft,0.05,0,0.01,51,15,5.9,14,AQ Interactive,E,YES
MotorStorm: Pacific Rift,PS3,2008,Racing,Sony Computer Entertainment,0.43,0.02,0.25,82,63,8,318,Evolution Studios,T,YES
MX vs. ATV Untamed,PS3,2007,Racing,THQ,0.35,0,0.05,67,33,6.1,8,Rainbow Studios,E,YES
Alone in the Dark,Wii,2008,Adventure,Atari,0.09,0,0.02,39,10,4.4,34,Hydravision,M,YES
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Fighting,Namco Bandai Games,0.42,0.15,0.18,76,34,8.3,130,CyberConnect2,T,YES
Silent Hill: Downpour,PS3,2012,Action,Konami Digital Entertainment,0.21,0.04,0.06,64,41,6.9,262,Vatra,M,YES
The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,0,0.42,64,23,7.7,32,Fox Interactive,T,YES
Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,0.05,0,0,63,15,7,10,Quicksilver Software,E,YES
Guitar Hero 5,PS2,2009,Misc,Activision,0.28,0,0.54,71,4,2.6,10,BudCat,T,YES
Castlevania: Portrait of Ruin,DS,2006,Platform,Konami Digital Entertainment,0.31,0.04,0.03,85,51,8.3,87,Konami,T,YES
Sid Meier's Civilization VI,PC,2016,Strategy,Take-Two Interactive,0.09,0,0.02,88,81,7.3,684,Firaxis Games,E10+,YES
Rodea the Sky Soldier,3DS,2015,Action,Nippon Ichi Software,0.03,0,0,45,7,5.6,37,"Prope, Kadokawa",E10+,YES
The Walking Dead: Survival Instinct,PS3,2013,Shooter,Activision,0.28,0,0.08,34,14,3.6,196,Terminal Reality,M,YES
Mister Mosquito,PS2,2001,Shooter,Eidos Interactive,0.05,0.17,0.01,65,23,4.9,11,Zoom,T,YES
The Chronicles of Riddick: Assault on Dark Athena,X360,2009,Shooter,Atari,0.16,0,0.03,82,67,8.2,73,Starbreeze,M,YES
Spider-Man 3,DS,2007,Platform,Activision,0.41,0,0.04,79,21,6.5,17,Vicarious Visions,E10+,YES
PAC-MAN and the Ghostly Adventures,X360,2013,Platform,Namco Bandai Games,0.04,0,0.01,49,7,5.1,13,"Namco Bandai Games, Monkey Bar Games",E10+,YES
The Legend of Zelda: Four Swords Adventures,GC,2004,Action,Nintendo,0.63,0,0.02,86,55,7.2,74,Nintendo,E,YES
Iron Phoenix,XB,2005,Fighting,Sega,0.02,0,0,58,11,6.5,4,InterServ International,T,YES
NBA 06,PS2,2005,Sports,Sony Computer Entertainment,0.26,0,0.07,63,26,6.3,27,SCEA Sports Studio,E,YES
Payday 2,PS3,2013,Shooter,505 Games,0.22,0,0.08,74,12,6.2,181,Overkill Software,M,YES
Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0,0.01,80,20,8.1,46,Koei Tecmo Games,T,YES
Rayman Origins,PS3,2011,Platform,Ubisoft,0.33,0.01,0.17,87,43,8.4,238,UBlart Montpellier,E10+,YES
SimCity 4,PC,2003,Simulation,Electronic Arts,0.01,0,0.03,84,36,8.7,268,Maxis,E,YES
G.I. Joe: The Rise of Cobra,X360,2009,Action,Electronic Arts,0.17,0,0.02,42,59,4.7,22,Double Helix Games,T,YES
S.T.A.L.K.E.R.: Clear Sky,PC,2008,Shooter,Deep Silver,0,0,0.01,75,47,7.7,478,GSC Game World,M,YES
LEGO Jurassic World,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.27,0.02,0.04,71,5,8.1,14,TT Games,E10+,YES
Evolve,XOne,2015,Shooter,Take-Two Interactive,0.37,0,0.06,74,31,5.1,336,Turtle Rock Studios,M,YES
Monopoly Streets,X360,2010,Misc,Electronic Arts,0.16,0,0.02,66,18,6.6,16,Electronic Arts,E,YES
Persona 4: Arena,PS3,2012,Fighting,Atlus,0.3,0.24,0.07,86,47,7.7,180,Arc System Works,T,YES
Psychonauts,PS2,2005,Platform,Majesco Entertainment,0.05,0,0.01,86,33,8.7,61,BudCat,T,YES
Medal of Honor: Rising Sun,GC,2003,Shooter,Electronic Arts,0.33,0,0.01,68,24,6.4,13,EA LA,T,YES
Far Cry Vengeance,Wii,2006,Shooter,Ubisoft,0.06,0,0.01,38,23,5.3,53,Ubisoft Montreal,M,YES
Bounty Hounds,PSP,2006,Action,Namco Bandai Games,0.03,0,0,63,14,6,7,Xpec,T,YES
Sonic Lost World,3DS,2013,Platform,Sega,0.24,0.07,0.03,59,34,6.5,144,Dimps Corporation,E10+,YES
Dragon Ball: Fusions,3DS,2016,Role-Playing,Namco Bandai Games,0.02,0.19,0,68,12,7.6,16,Ganbarion,T,YES
G.I. Joe: The Rise of Cobra,PS2,2009,Action,Electronic Arts,0.11,0,0.03,50,4,2.3,6,Double Helix Games,T,YES
The Simpsons Game,PS3,2007,Action,Electronic Arts,0.38,0,0.15,71,30,7.5,49,EA Redwood Shores,T,YES
Aliens versus Predator: Extinction,PS2,2003,Strategy,Electronic Arts,0.09,0,0.02,66,17,8.4,30,Zono Inc.,T,YES
Skylanders: Spyro's Adventure,3DS,2011,Action,Activision,0.32,0,0.05,82,8,4.9,62,Vicarious Visions,E10+,YES
Guitar Hero Encore: Rocks The 80s,PS2,2007,Misc,RedOctane,0.92,0,0.15,69,50,6.3,31,Harmonix Music Systems,T,YES
Pool Party,Wii,2007,Sports,SouthPeak Games,0.04,0,0,32,13,0.7,6,SouthPeak Games,E,YES
Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,0.01,0.35,94,27,8.5,128,Neversoft Entertainment,T,YES
Need for Speed Underground,PS2,2003,Racing,Electronic Arts,3.27,0.08,1.02,85,33,8.6,171,EA Black Box,E,YES
Tales of Destiny II,PS,2000,Role-Playing,Namco Bandai Games,0.06,0.66,0.05,78,9,8.7,31,Namco,T,YES
Rugby World Cup 2011,PS3,2011,Sports,505 Games,0,0,0.07,50,12,5.6,7,HB Studios Multimedia,E,YES
Section 8,X360,2009,Shooter,SouthPeak Games,0.15,0,0.02,69,49,7.3,59,TimeGate Studios,T,YES
Prince of Persia: The Forgotten Sands,DS,2010,Action,Ubisoft,0.14,0,0.01,57,7,6.3,6,Ubisoft Casablanca,E10+,YES
Assassin's Creed III,X360,2012,Action,Ubisoft,3.13,0.03,0.44,84,61,6.7,1196,Ubisoft,M,YES
Tornado Outbreak,Wii,2009,Action,Konami Digital Entertainment,0.09,0,0.01,71,7,8.2,5,Loose Cannon Studios,E10+,YES
Pokemon Conquest,DS,2012,Role-Playing,Nintendo,0.56,0.37,0.04,80,40,8.2,89,Koei,E,YES
Lemony Snicket's A Series of Unfortunate Events,PS2,2004,Platform,Activision,0.31,0,0.08,63,25,5.7,12,Adrenium,E,YES
Rapala Fishing Frenzy 2009,X360,2008,Sports,Activision,0.04,0,0,41,5,7.2,6,FUN Labs,E,YES
GrimGrimoire,PS2,2007,Strategy,Tecmo Koei,0.01,0.03,0,79,39,7.9,17,Vanilla Ware,E10+,YES
Secret Agent Clank,PS2,2009,Platform,Sony Computer Entertainment,0.13,0,0.29,61,9,6.7,14,Sanzaru Games,E10+,YES
Driven,PS2,2001,Racing,BAM! Entertainment,0.08,0,0.02,38,10,3.4,5,Bam Entertainment,T,YES
Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,Ubisoft,0.06,0,0.01,50,22,7,25,Gameloft,T,YES
Lords of the Fallen,PC,2014,Role-Playing,Square Enix,0,0,0,73,36,6.9,583,"City Interactive, Deck 13",M,YES
EA Sports MMA,X360,2010,Fighting,Electronic Arts,0.23,0,0.02,79,63,7,55,EA Tiburon,T,YES
NHL 09,PC,2008,Sports,Electronic Arts,0,0,0,62,6,4.1,30,EA Canada,E10+,YES
Monsters vs. Aliens,PS3,2009,Action,Activision,0.21,0,0.04,66,18,4.5,4,Beenox,E10+,YES
Dark Summit,GC,2002,Sports,THQ,0.04,0,0,68,16,4.5,4,Radical Entertainment,T,YES
Terraria,PS3,2013,Action,505 Games,0.07,0.09,0.05,81,12,7.9,70,Engine Software,T,YES
Middle-Earth: Shadow of Mordor,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.73,0.01,0.12,87,12,8,585,Monolith Productions,M,YES
Band Hero,X360,2009,Misc,Activision,0.51,0,0.07,76,52,5,30,Neversoft Entertainment,E10+,YES
InuYasha: A Feudal Fairy Tale,PS,2002,Fighting,Namco Bandai Games,0,0.1,0.01,69,5,9,74,Dimps Corporation,T,YES
MLB Power Pros,PS2,2007,Sports,Konami Digital Entertainment,0,0.11,0,80,10,8.8,11,Konami,E,YES
Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,Activision,0.09,0,0,70,17,7.2,5,Activision,E,YES
Road Trip,PS2,2002,Racing,Play It,0.04,0,0.01,80,4,9,41,Takara,E,YES
Tears to Tiara II: Heir of the Overlord,PS3,2013,Role-Playing,Nippon Ichi Software,0.07,0.06,0.02,65,18,8.7,41,Aqua Plus,T,YES
Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,1.45,0.09,0.38,84,85,7.9,942,Guerrilla,M,YES
MLB 07: The Show,PS3,2007,Sports,Sony Computer Entertainment,0.29,0,0.02,77,30,7.5,17,SCEA San Diego Studios,E,YES
MLB 11: The Show,PS3,2011,Sports,Sony Computer Entertainment,0.54,0,0.04,90,30,7.8,87,SCEA San Diego Studios,E,YES
Infinite Space,DS,2009,Role-Playing,Sega,0.06,0.07,0.01,75,46,9,61,PlatinumGames,T,YES
NHL 2005,XB,2004,Sports,Electronic Arts,0.12,0,0.01,77,27,6.2,11,EA Sports,E,YES
Borderlands,PS3,2009,Shooter,Take-Two Interactive,1.2,0,0.29,83,58,7.9,427,Gearbox Software,M,YES
Vampire Night,PS2,2001,Shooter,Sony Computer Entertainment,0.07,0,0.02,65,18,8,5,Wow Entertainment,T,YES
FIFA Soccer 13,PS3,2012,Action,Electronic Arts,1.06,0.13,1.97,88,37,6.6,348,Electronic Arts,E,YES
Sly 2: Band of Thieves,PS2,2004,Platform,Sony Computer Entertainment,0.88,0,0.23,88,64,9,178,Sucker Punch,E,YES
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.14,0.43,93,45,8,604,4J Studios,M,YES
Story of Seasons,3DS,2014,Simulation,Nintendo,0,0.27,0.01,76,39,8.2,54,Marvelous AQL,E10+,YES
God Hand,PS2,2006,Action,Capcom,0,0.07,0,73,48,7.7,165,Clover Studio,M,YES
Tomb Raider,PC,1996,Action,Eidos Interactive,0.96,0,0,86,18,8.5,3552,"Crystal Dynamics, Nixxes Software",M,YES
Geometry Wars: Galaxies,DS,2007,Shooter,Vivendi Games,0.13,0,0.01,79,36,7.9,26,Kuju Entertainment,E,YES
Final Fantasy IV Advance,GBA,2005,Role-Playing,Nintendo,0.27,0.22,0.01,85,30,7.3,70,TOSE,E10+,YES
Glory Days 2,DS,2007,Strategy,Ghostlight,0.08,0,0.01,73,28,7.3,6,odenis studio,E10+,YES
Mortal Kombat: Deception,GC,2005,Fighting,Midway Games,0.09,0,0,77,14,8.9,15,Midway,M,YES
The Lord of the Rings: Aragorn's Quest,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.1,0,0.02,58,12,6,8,TT Fusion,T,YES
Drakan: The Ancients' Gates,PS2,2002,Adventure,Sony Computer Entertainment,0.13,0,0.03,78,31,9,39,Surreal Software,M,YES
Dave Mirra Freestyle BMX 2,XB,2001,Sports,Acclaim Entertainment,0.15,0,0.01,76,18,8.2,6,"Z-Axis, Ltd.",T,YES
LEGO The Lord of the Rings,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.2,0,0.03,61,4,7.6,10,TT Games,E10+,YES
Legacy of Kain: Defiance,XB,2003,Action,Eidos Interactive,0.14,0,0.01,74,30,7.9,21,Crystal Dynamics,M,YES
Batman: Return to Arkham,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.05,0,0.01,77,6,8.2,43,"Rocksteady Studios, Virtuos",T,YES
SSX Tricky,GC,2001,Sports,Electronic Arts,0.42,0,0.01,87,20,8.6,18,EA Sports Big,E,YES
CrossworDS,DS,2008,Puzzle,Deep Silver,0.5,0,0.04,67,19,6.8,6,Nuevo Retro Games,E,YES
Banjo-Pilot,GBA,2005,Racing,THQ,0.07,0,0,68,22,5.9,9,Rare Ltd.,E,YES
War of the Monsters,PS2,2003,Fighting,Sony Computer Entertainment,0.26,0,0.07,80,41,8.9,68,Incognito Inc.,T,YES
Pirates of the Caribbean: At World's End,PS3,2007,Action,Disney Interactive Studios,0.17,0,0.15,55,24,6.9,19,Eurocom Entertainment Software,T,YES
BlazBlue: Continuum Shift II,3DS,2011,Fighting,PQube,0.05,0.04,0.01,64,14,6.1,19,Arc System Works,T,YES
Stuntman: Ignition,X360,2007,Racing,THQ,0.25,0,0.07,75,38,7.3,31,Paradigm Entertainment,T,YES
Song of the Deep,XOne,2016,Action,Insomniac Games,0.05,0,0.01,66,12,6.9,20,Insomniac Games,E,YES
Tekken Tag Tournament 2,X360,2012,Fighting,Namco Bandai Games,0.19,0.01,0.03,83,35,7.5,90,Namco Bandai Games,T,YES
Soul Sacrifice,PSV,2013,Role-Playing,Sony Computer Entertainment,0.15,0.22,0.06,77,71,8.2,298,"SCE Japan Studio, comcept",M,YES
Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts,0.71,0.14,0.32,73,46,5,845,Visceral Games,M,YES
NCAA Football 08,XB,2007,Sports,Electronic Arts,0.06,0,0,82,4,8.1,8,EA Sports,E,YES
F1 2014,X360,2014,Racing,Codemasters,0.08,0,0.02,64,14,4.1,20,Codemasters Birmingham,E,YES
DarkStar One,PC,2006,Simulation,Ubisoft,0,0,0.01,71,33,7.2,54,Ascaron Entertainment GmbH,T,YES
ReCore,XOne,2016,Action,Microsoft Game Studios,0.08,0,0.01,63,75,6.6,445,"Armature Studio, comcept",T,YES
Ninjabread Man,Wii,2007,Action,Popcorn Arcade,0.07,0,0.01,20,6,1.7,52,Data Design Interactive,E,YES
XBLAZE Code: Embryo,PSV,2013,Adventure,Arc System Works,0.01,0.01,0,43,5,7.4,24,Arc System Works,M,YES
Battalion Wars 2,Wii,2007,Strategy,Nintendo,0.22,0.08,0.02,75,38,7.6,45,Kuju Entertainment,T,YES
The Thing,XB,2002,Adventure,Vivendi Games,0.15,0,0.01,78,21,6.6,14,Computer Artworks,M,YES
Real Heroes: Firefighter,Wii,2009,Action,Rondomedia,0.56,0,0.05,67,18,8.2,10,Epicenter Studios,E10+,YES
Knack,PS4,2013,Platform,Sony Computer Entertainment Europe,0.43,0.42,0.2,54,83,6.5,1074,SCE Japan Studio,E10+,YES
NCAA Final Four 2003,PS2,2002,Sports,Sony Computer Entertainment,0.09,0,0.02,57,16,6,4,989 Sports,E,YES
Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,Namco Bandai Games,0.63,0.45,0.17,83,35,8.7,99,Monolith Soft,T,YES
The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.02,0,0.01,60,38,6.7,116,Spiders,M,YES
The Evil Within,XOne,2014,Action,Bethesda Softworks,0.35,0,0.06,79,24,7.3,430,Tango Gameworks,M,YES
NBA 2K3,XB,2002,Sports,Sega,0.24,0,0.01,87,15,7.9,9,Visual Concepts,E,YES
True Crime: Streets of LA,PS2,2003,Action,Activision,1.89,0.02,0.31,77,39,8,94,"Luxoflux, Inc.",M,YES
Pro Evolution Soccer 2015,PS4,2014,Sports,Konami Digital Entertainment,0.09,0.11,0.1,82,56,7.2,386,Konami,E,YES
The Incredible Hulk,PS2,2008,Action,Sega,0.32,0,0.05,50,4,6,5,Edge of Reality,T,YES
World Tour Soccer 2006,PS2,2004,Sports,Sony Computer Entertainment,0.08,0,0.02,56,20,6,7,SCEE London Studio,E,YES
Bakugan: Battle Brawlers,DS,2009,Action,Activision,1.26,0,0.1,60,6,6.7,7,Now Production,E,YES
Ruff Trigger: The Vanocore Conspiracy,PS2,2006,Platform,Natsume,0.01,0,0,57,8,7,7,Playstos Entertainment,E10+,YES
Sonic Generations,PS3,2011,Platform,Sega,0.6,0.02,0.26,76,38,8.2,253,Sega,E,YES
Darkstone,PS,2001,Role-Playing,Electronic Arts,0.37,0,0.04,58,10,8.3,12,Delphine Software International,T,YES
JSRF: Jet Set Radio Future,XB,2002,Action,Sega,0.13,0.03,0.01,88,36,8.2,102,Smilebit,T,YES
Divinity II: Ego Draconis,X360,2009,Role-Playing,DTP Entertainment,0.18,0,0.02,62,37,6.4,36,Larian Studios,M,YES
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,Konami Digital Entertainment,0.1,0,0.03,53,20,7,10,KCE Studios,E10+,YES
Pure Futbol,PS3,2010,Sports,Ubisoft,0.06,0,0.04,46,12,7.5,30,Ubisoft Vancouver,E,YES
